time_truth_sec,pos_east_truth_m,pos_north_truth_m,pos_up_truth_m,vel_east_truth_mps,vel_north_truth_mps,vel_up_truth_mps,yaw_truth_rad,pitch_truth_rad,roll_truth_rad
24.080000000001,1.24173197133719,-8.32793502084155,0,2.76629373651024,0.412466639825854,0,0.148013965788309,1.73641754187132e-20,0.0872664625997165
24.090000000001,1.26938800737677,-8.32376441802193,0,2.76490838558849,0.421653157141556,0,0.151335670063844,1.01643953670516e-20,0.0872664625997165
24.100000000001,1.29703003735828,-8.31950197320671,0,2.76349252747179,0.430835022058958,0,0.154657374339379,4.44692297308508e-21,0.0872664625997164
24.110000000001,1.3246577562876,-8.31514773342645,0,2.76204617778232,0.440012133268038,0,0.157979078614914,-1.05879118406788e-21,0.0872664625997164
24.120000000001,1.35227085932852,-8.31070174672458,0,2.76056935247866,0.449184389511218,0,0.161300782890448,-6.56450534122083e-21,0.0872664625997165
24.130000000001,1.37986904180609,-8.3061640621568,0,2.75906206785568,0.458351689584489,0,0.164622487165983,-1.10114283143059e-20,0.0872664625997164
24.140000000001,1.40745199920997,-8.30153472979062,0,2.75752434054432,0.467513932338527,0,0.167944191441518,-1.63053842346453e-20,0.0872664625997165
24.150000000001,1.43501942719787,-8.29681380070474,0,2.75595618751141,0.476671016679815,0,0.171265895717053,-2.01170324972896e-20,0.0872664625997164
24.160000000001,1.46257102159878,-8.29200132698853,0,2.7543576260595,0.485822841571745,0,0.174587599992588,-2.32934060494933e-20,0.0872664625997164
24.170000000001,1.49010647841643,-8.28709736174141,0,2.75272867382666,0.494969306035741,0,0.177909304268123,-2.71050543121376e-20,0.0872664625997164
24.180000000001,1.51762549383259,-8.28210195907231,0,2.75106934878626,0.504110309152379,0,0.181231008543658,-3.00696696275277e-20,0.0872664625997164
24.190000000001,1.54512776421046,-8.27701517409905,0,2.74937966924683,0.513245750062487,0,0.184552712819193,-3.32460431797313e-20,0.0872664625997164
24.200000000001,1.57261298609798,-8.27183706294775,0,2.74765965385178,0.522375527968264,0,0.187874417094728,-3.51518673110535e-20,0.0872664625997164
24.210000000001,1.60008085623121,-8.26656768275216,0,2.74590932157927,0.531499542134402,0,0.191196121370263,-3.74812079160028e-20,0.0872664625997164
24.220000000001,1.62753107153766,-8.2612070916531,0,2.74412869174195,0.540617691889179,0,0.194517825645798,-3.9387032047325e-20,0.0872664625997164
24.230000000001,1.65496332913962,-8.25575534879778,0,2.74231778398679,0.549729876625581,0,0.197839529921333,-4.04458232313928e-20,0.0872664625997164
24.240000000001,1.68237732635757,-8.25021251433913,0,2.7404766182948,0.558835995802415,0,0.201161234196868,-4.21398891259014e-20,0.0872664625997164
24.250000000001,1.70977276071342,-8.24457864943518,0,2.73860521498088,0.567935948945411,0,0.204482938472402,-4.29869220731557e-20,0.0872664625997164
24.260000000001,1.73714932993392,-8.23885381624836,0,2.73670359469354,0.57702963564833,0,0.207804642747937,-4.40457132572236e-20,0.0872664625997164
24.270000000001,1.76450673195396,-8.23303807794481,0,2.73477177841471,0.586116955574077,0,0.211126347023472,-4.40457132572236e-20,0.0872664625997164
24.280000000001,1.79184466491993,-8.2271314986937,0,2.73280978745949,0.595197808455811,0,0.214448051299007,-4.48927462044779e-20,0.0872664625997165
24.290000000001,1.81916282719303,-8.2211341436665,0,2.73081764347592,0.604272094098041,0,0.217769755574542,-4.44692297308508e-20,0.0872664625997164
24.300000000001,1.84646091735259,-8.21504607903628,0,2.72879536844473,0.613339712377736,0,0.221091459850077,-4.44692297308508e-20,0.0872664625997164
24.310000000001,1.87373863419944,-8.20886737197699,0,2.72674298467911,0.622400563245437,0,0.224413164125612,-4.40457132572236e-20,0.0872664625997164
24.320000000001,1.90099567675919,-8.20259809066267,0,2.72466051482448,0.631454546726349,0,0.227734868401147,-4.36221967835965e-20,0.0872664625997164
24.330000000001,1.92823174428553,-8.19623830426676,0,2.7225479818582,0.640501562921449,0,0.231056572676682,-4.27751638363422e-20,0.0872664625997164
24.340000000001,1.95544653626364,-8.18978808296128,0,2.72040540908935,0.649541512008597,0,0.234378276952216,-4.15046144154607e-20,0.0872664625997164
24.350000000001,1.98263975241342,-8.1832474979161,0,2.71823282015844,0.658574294243621,0,0.237699981227751,-4.15046144154607e-20,0.0872664625997164
24.360000000001,2.00981109269281,-8.17661662129813,0,2.7160302390372,0.667599809961428,0,0.241021685503286,-3.89635155736978e-20,0.0872664625997164
24.370000000001,2.03696025730117,-8.16989552627055,0,2.71379769002826,0.676617959577106,0,0.244343389778821,-3.85399991000707e-20,0.0872664625997164
24.380000000001,2.06408694668251,-8.16308428699195,0,2.71153519776492,0.685628643587013,0,0.247665094054356,-3.68459332055621e-20,0.0872664625997164
24.390000000001,2.09119086152881,-8.15618297861557,0,2.70924278721086,0.694631762569882,0,0.250986798329891,-3.47283508374263e-20,0.0872664625997164
24.400000000001,2.11827170278337,-8.14919167728844,0,2.70692048365987,0.703627217187915,0,0.254308502605426,-3.34578014165449e-20,0.0872664625997164
24.410000000001,2.14532917164407,-8.14211046015055,0,2.70456831273558,0.712614908187887,0,0.257630206880961,-3.17637355220363e-20,0.0872664625997164
24.420000000001,2.17236296956666,-8.13493940533398,0,2.70218630039115,0.721594736402227,0,0.260951911156496,-3.00696696275277e-20,0.0872664625997164
24.430000000001,2.19937279826807,-8.12767859196207,0,2.69977447290901,0.73056660275012,0,0.264273615432031,-2.92226366802734e-20,0.0872664625997165
24.440000000001,2.22635835972972,-8.12032810014852,0,2.69733285690058,0.739530408238606,0,0.267595319707566,-2.62580213648833e-20,0.0872664625997164
24.450000000001,2.25331935620077,-8.11288801099651,0,2.69486147930592,0.748486053963662,0,0.2709170239831,-2.45639554703747e-20,0.0872664625997164
24.460000000001,2.28025549020141,-8.10535840659784,0,2.69236036739351,0.757433441111293,0,0.274238728258635,-2.15993401549847e-20,0.0872664625997164
24.470000000001,2.3071664645262,-8.09773937003196,0,2.68982954875987,0.766372470958638,0,0.27756043253417,-2.11758236813575e-20,0.0872664625997165
24.480000000001,2.33405198224727,-8.09003098536511,0,2.68726905132934,0.775303044875039,0,0.280882136809705,-1.82112083659675e-20,0.0872664625997164
24.490000000001,2.36091174671762,-8.08223333764936,0,2.68467890335369,0.78422506432314,0,0.28420384108524,-1.6940658945086e-20,0.0872664625997164
24.500000000001,2.38774546157442,-8.0743465129217,0,2.68205913341186,0.793138430859972,0,0.287525545360775,-1.3976043629696e-20,0.0872664625997164
24.510000000001,2.41455283074229,-8.06637059820304,0,2.67940977040963,0.802043046138046,0,0.29084724963631,-1.35525271560688e-20,0.0872664625997164
24.520000000001,2.4413335584365,-8.05830568149731,0,2.67673084357931,0.810938811906423,0,0.294168953911845,-1.05879118406788e-20,0.0872664625997164
24.530000000001,2.46808734916628,-8.05015185179046,0,2.67402238247939,0.81982563001181,0,0.29749065818738,-9.74087889342445e-21,0.0872664625997165
24.540000000001,2.4948139077381,-8.04190919904947,0,2.67128441699424,0.828703402399645,0,0.300812362462915,-7.6232965252887e-21,0.0872664625997165
24.550000000001,2.52151293925889,-8.03357781422138,0,2.66851697733378,0.837572031115168,0,0.30413406673845,-5.50571415715295e-21,0.0872664625997164
24.560000000001,2.54818414913928,-8.02515778923227,0,2.66572009403313,0.846431418304505,0,0.307455771013984,-3.3881317890172e-21,0.0872664625997164
24.570000000001,2.57482724309692,-8.01664921698623,0,2.6628937979523,0.855281466215761,0,0.310777475289519,-1.27054942088145e-21,0.0872664625997165
24.580000000001,2.60144192715965,-8.00805219136438,0,2.6600381202758,0.864122077200078,0,0.314099179565054,-8.470329472543e-22,0.0872664625997164
24.590000000001,2.62802790766879,-7.99936680722381,0,2.65715309251236,0.872953153712724,0,0.317420883840592,8.470329472543e-22,0.0872664625997165
24.600000000001,2.65458489128236,-7.99059316039651,0,2.65423874649453,0.881774598314174,0,0.320742588116127,2.5410988417629e-21,0.0872664625997165
24.610000000001,2.68111258497832,-7.98173134768835,0,2.65129511437837,0.890586313671171,0,0.324064292391662,4.65868120989865e-21,0.0872664625997165
24.620000000001,2.70761069605784,-7.97278146687799,0,2.64832222864304,0.89938820255781,0,0.327385996667197,5.50571415715295e-21,0.0872664625997165
24.6300000000011,2.73407893214843,-7.96374361671583,0,2.64532012209051,0.908180167856609,0,0.330707700942732,6.7762635780344e-21,0.0872664625997165
24.6400000000011,2.76051700120731,-7.95461789692286,0,2.64228882784514,0.916962112559583,0,0.334029405218267,6.7762635780344e-21,0.0872664625997165
24.6500000000011,2.78692461152449,-7.94540440818962,0,2.63922837935337,0.925733939769306,0,0.337351109493802,8.470329472543e-21,0.0872664625997165
24.6600000000011,2.81330147172608,-7.93610325217508,0,2.63613881038327,0.934495552699987,0,0.340672813769337,9.3173624197973e-21,0.0872664625997165
24.6700000000011,2.8396472907775,-7.92671453150547,0,2.63302015502427,0.94324685467854,0,0.343994518044872,9.3173624197973e-21,0.0872664625997165
24.6800000000011,2.86596177798662,-7.91723834977322,0,2.62987244768669,0.951987749145643,0,0.347316222320407,8.89384594617015e-21,0.0872664625997165
24.6900000000011,2.89224464300704,-7.90767481153576,0,2.62669572310143,0.960718139656807,0,0.350637926595942,9.3173624197973e-21,0.0872664625997165
24.7000000000011,2.91849559584129,-7.89802402231438,0,2.62349001631954,0.969437929883446,0,0.353959630871476,1.01643953670516e-20,0.0872664625997165
24.7100000000011,2.94471434684399,-7.88828608859308,0,2.62025536271185,0.978147023613929,0,0.357281335147011,1.05879118406788e-20,0.0872664625997165
24.7200000000011,2.97090060672505,-7.87846111781741,0,2.61699179796859,0.986845324754646,0,0.360603039422546,1.14349447879331e-20,0.0872664625997165
24.7300000000011,2.99705408655291,-7.86854921839322,0,2.61369935809899,0.995532737331077,0,0.363924743698081,1.22819777351874e-20,0.0872664625997165
24.7400000000011,3.02317449775768,-7.85855049968553,0,2.61037807943087,1.00420916548884,0,0.367246447973616,1.27054942088145e-20,0.0872664625997165
24.7500000000011,3.04926155213433,-7.84846507201729,0,2.60702799861025,1.01287451349474,0,0.370568152249151,1.10114283143059e-20,0.0872664625997165
24.7600000000011,3.07531496184589,-7.83829304666818,0,2.60364915260096,1.02152868573785,0,0.373889856524686,1.14349447879331e-20,0.0872664625997165
24.7700000000011,3.10133443942663,-7.82803453587338,0,2.60024157868419,1.03017158673056,0,0.377211560800221,1.22819777351874e-20,0.0872664625997165
24.7800000000011,3.12731969778519,-7.81768965282229,0,2.59680531445812,1.03880312110961,0,0.380533265075756,1.22819777351874e-20,0.0872664625997165
24.7900000000011,3.15327045020778,-7.80725851165737,0,2.59334039783749,1.04742319363716,0,0.383854969351291,1.05879118406788e-20,0.0872664625997165
24.8000000000011,3.17918641036136,-7.79674122747277,0,2.5898468670532,1.05603170920183,0,0.387176673626826,1.18584612615602e-20,0.0872664625997165
24.8100000000011,3.20506729229676,-7.78613791631316,0,2.58632476065183,1.06462857281977,0,0.390498377902361,1.18584612615602e-20,0.0872664625997165
24.8200000000011,3.23091281045185,-7.7754486951724,0,2.58277411749528,1.07321368963569,0,0.393820082177896,1.18584612615602e-20,0.0872664625997165
24.8300000000011,3.25672267965471,-7.76467368199222,0,2.57919497676033,1.0817869649239,0,0.397141786453431,1.01643953670516e-20,0.0872664625997165
24.8400000000011,3.28249661512674,-7.753812995661,0,2.57558737793817,1.09034830408938,0,0.400463490728966,1.05879118406788e-20,0.0872664625997165
24.8500000000011,3.30823433248584,-7.7428667560124,0,2.57195136083399,1.0988976126688,0,0.403785195004501,1.05879118406788e-20,0.0872664625997165
24.8600000000011,3.33393554774952,-7.73183508382403,0,2.56828696556655,1.10743479633158,0,0.407106899280036,8.89384594617015e-21,0.0872664625997165
24.8700000000011,3.35959997733804,-7.72071810081616,0,2.56459423256772,1.11595976088092,0,0.410428603555571,9.3173624197973e-21,0.0872664625997165
24.8800000000011,3.38522733807756,-7.70951592965034,0,2.56087320258204,1.12447241225483,0,0.413750307831106,8.470329472543e-21,0.0872664625997165
24.8900000000011,3.41081734720322,-7.69822869392808,0,2.55712391666628,1.1329726565272,0,0.417072012106641,8.470329472543e-21,0.0872664625997165
24.9000000000011,3.43636972236232,-7.68685651818944,0,2.55334641618897,1.1414603999088,0,0.420393716382176,7.6232965252887e-21,0.0872664625997165
24.9100000000011,3.46188418161737,-7.67539952791172,0,2.54954074282994,1.14993554874835,0,0.423715420657711,6.7762635780344e-21,0.0872664625997165
24.9200000000011,3.48736044344925,-7.663857849508,0,2.54570693857989,1.15839800953351,0,0.427037124933246,6.7762635780344e-21,0.0872664625997165
24.9300000000011,3.51279822676031,-7.65223161032582,0,2.54184504573991,1.16684768889195,0,0.430358829208781,6.7762635780344e-21,0.0872664625997165
24.9400000000011,3.53819725087743,-7.6405209386457,0,2.53795510692098,1.17528449359238,0,0.433680533484316,5.0821976835258e-21,0.0872664625997165
24.9500000000011,3.56355723555517,-7.62872596367981,0,2.53403716504358,1.18370833054553,0,0.437002237759851,5.0821976835258e-21,0.0872664625997165
24.9600000000011,3.58887790097884,-7.61684681557045,0,2.53009126333713,1.19211910680525,0,0.440323942035386,4.2351647362715e-21,0.0872664625997165
24.9700000000011,3.61415896776758,-7.6048836253887,0,2.52611744533955,1.20051672956947,0,0.443645646310921,3.3881317890172e-21,0.0872664625997165
24.9800000000011,3.63940015697745,-7.59283652513292,0,2.52211575489681,1.20890110618127,0,0.446967350586456,4.2351647362715e-21,0.0872664625997164
24.9900000000011,3.66460119010452,-7.5807056477273,0,2.51808623616238,1.21727214412988,0,0.450289054861991,2.5410988417629e-21,0.0872664625997165
25.0000000000011,3.68976178908791,-7.56849112702042,0,2.51402893359682,1.22562975105169,0,0.453610759137526,3.3881317890172e-21,0.0872664625997165
25.0100000000011,3.71488167631289,-7.55619309778375,0,2.50994389196721,1.23397383473131,0,0.456932463413061,1.6940658945086e-21,0.0872664625997165
25.0200000000011,3.73996057461392,-7.54381169571017,0,2.50583115634672,1.24230430310253,0,0.460254167688596,1.6940658945086e-21,0.0872664625997165
25.0300000000011,3.76499820727775,-7.53134705741246,0,2.50169077211407,1.2506210642494,0,0.463575871964131,8.470329472543e-22,0.0872664625997165
25.0400000000011,3.78999429804642,-7.51879932042182,0,2.49752278495306,1.25892402640719,0,0.466897576239666,8.470329472543e-22,0.0872664625997165
25.0500000000011,3.81494857112032,-7.50616862318634,0,2.49332724085205,1.26721309796344,0,0.470219280515201,-0,0.0872664625997165
25.0600000000011,3.83986075116127,-7.49345510506943,0,2.48910418610345,1.27548818745893,0,0.473540984790735,-8.470329472543e-22,0.0872664625997165
25.0700000000011,3.86473056329553,-7.48065890634839,0,2.48485366730322,1.28374920358874,0,0.47686268906627,-8.470329472543e-22,0.0872664625997165
25.0800000000011,3.8895577331168,-7.46778016821272,0,2.48057573135035,1.29199605520321,0,0.480184393341805,-1.6940658945086e-21,0.0872664625997165
25.0900000000011,3.91434198668934,-7.4548190327627,0,2.47627042544634,1.30022865130899,0,0.48350609761734,-2.5410988417629e-21,0.0872664625997165
25.1000000000011,3.93908305055088,-7.44177564300771,0,2.47193779709468,1.30844690107001,0,0.486827801892875,-8.470329472543e-22,0.0872664625997165
25.1100000000011,3.96378065171573,-7.42865014286472,0,2.46757789410033,1.31665071380848,0,0.49014950616841,-8.470329472543e-22,0.0872664625997165
25.1200000000011,3.98843451767774,-7.41544267715669,0,2.4631907645692,1.32483999900593,0,0.493471210443945,-1.6940658945086e-21,0.0872664625997165
25.1300000000011,4.01304437641332,-7.40215339161095,0,2.45877645690759,1.33301466630416,0,0.49679291471948,-2.5410988417629e-21,0.0872664625997165
25.1400000000011,4.03760995638445,-7.3887824328576,0,2.45433501982169,1.34117462550627,0,0.500114618995015,-0,0.0872664625997165
25.1500000000011,4.06213098654166,-7.37532994842794,0,2.44986650231703,1.34931978657764,0,0.50343632327055,-2.5410988417629e-21,0.0872664625997165
25.1600000000011,4.08660719632705,-7.36179608675274,0,2.44537095369793,1.35745005964694,0,0.506758027546085,-2.5410988417629e-21,0.0872664625997164
25.1700000000011,4.11103831567723,-7.34818099716071,0,2.44084842356697,1.3655653550071,0,0.510079731821619,-2.5410988417629e-21,0.0872664625997164
25.1800000000011,4.13542407502632,-7.33448482987678,0,2.43629896182442,1.3736655831163,0,0.513401436097154,-3.3881317890172e-21,0.0872664625997165
25.1900000000011,4.15976420530898,-7.32070773602049,0,2.43172261866773,1.381750654599,0,0.516723140372689,-3.3881317890172e-21,0.0872664625997165
25.2000000000011,4.18405843796326,-7.30684986760427,0,2.42711944459094,1.38982048024685,0,0.520044844648224,-3.3881317890172e-21,0.0872664625997165
25.2100000000011,4.20830650493367,-7.29291137753181,0,2.42248949038412,1.39787497101976,0,0.523366548923759,-3.3881317890172e-21,0.0872664625997165
25.2200000000011,4.2325081386741,-7.27889241959637,0,2.41783280713285,1.40591403804681,0,0.526688253199294,-2.5410988417629e-21,0.0872664625997165
25.2300000000011,4.25666307215076,-7.26479314847905,0,2.41314944621762,1.41393759262727,0,0.530009957474829,-2.5410988417629e-21,0.0872664625997164
25.2400000000011,4.28077103884513,-7.25061371974709,0,2.40843945931326,1.42194554623159,0,0.533331661750364,-4.2351647362715e-21,0.0872664625997165
25.2500000000011,4.30483177275692,-7.23635428985221,0,2.40370289838841,1.42993781050232,0,0.536653366025899,-1.6940658945086e-21,0.0872664625997164
25.2600000000011,4.32884500840701,-7.22201501612879,0,2.3989398157049,1.43791429725515,0,0.539975070301434,-1.6940658945086e-21,0.0872664625997165
25.2700000000012,4.35281048084032,-7.20759605679221,0,2.39415026381719,1.44587491847984,0,0.543296774576968,-2.5410988417629e-21,0.0872664625997165
25.2800000000012,4.3767279256288,-7.19309757093709,0,2.38933429557181,1.45381958634122,0,0.546618478852503,-3.3881317890172e-21,0.0872664625997165
25.2900000000012,4.40059707887433,-7.17851971853548,0,2.38449196410676,1.46174821318012,0,0.549940183128038,-0,0.0872664625997164
25.3000000000012,4.42441767721161,-7.16386266043518,0,2.37962332285091,1.4696607115144,0,0.553261887403573,-1.6940658945086e-21,0.0872664625997164
25.3100000000012,4.44818945781108,-7.14912655835791,0,2.37472842552343,1.47755699403983,0,0.556583591679108,-2.5410988417629e-21,0.0872664625997165
25.3200000000012,4.47191215838184,-7.13431157489751,0,2.36980732613319,1.48543697363114,0,0.559905295954643,-2.5410988417629e-21,0.0872664625997164
25.3300000000012,4.49558551717451,-7.11941787351823,0,2.36486007897818,1.49330056334293,0,0.563227000230178,-2.5410988417629e-21,0.0872664625997165
25.3400000000012,4.51920927298413,-7.10444561855282,0,2.35988673864488,1.50114767641063,0,0.566548704505713,-1.6940658945086e-21,0.0872664625997165
25.3500000000012,4.54278316515303,-7.08939497520079,0,2.35488736000768,1.50897822625147,0,0.569870408781248,-1.6940658945086e-21,0.0872664625997164
25.3600000000012,4.56630693357378,-7.07426610952656,0,2.34986199822828,1.51679212646546,0,0.573192113056783,-1.6940658945086e-21,0.0872664625997165
25.3700000000012,4.58978031869193,-7.05905918845764,0,2.34481070875504,1.52458929083628,0,0.576513817332318,-1.6940658945086e-21,0.0872664625997165
25.3800000000012,4.61320306150899,-7.04377437978277,0,2.33973354732244,1.5323696333323,0,0.579835521607853,-2.5410988417629e-21,0.0872664625997165
25.3900000000012,4.63657490358522,-7.02841185215008,0,2.33463056995038,1.54013306810747,0,0.583157225883387,-0,0.0872664625997164
25.4000000000012,4.65989558704253,-7.01297177506523,0,2.32950183294365,1.54787950950232,0,0.586478930158922,-8.470329472543e-22,0.0872664625997165
25.4100000000012,4.68316485456725,-6.99745431888956,0,2.32434739289124,1.55560887204486,0,0.589800634434457,-8.470329472543e-22,0.0872664625997165
25.4200000000012,4.70638244941308,-6.98185965483814,0,2.31916730666572,1.56332107045157,0,0.593122338709992,-1.6940658945086e-21,0.0872664625997165
25.4300000000012,4.72954811540382,-6.96618795497797,0,2.31396163142268,1.57101601962827,0,0.596444042985527,8.470329472543e-22,0.0872664625997165
25.4400000000012,4.75266159693624,-6.95043939222604,0,2.30873042460002,1.57869363467114,0,0.599765747261062,-0,0.0872664625997165
25.4500000000012,4.77572263898293,-6.93461414034739,0,2.30347374391735,1.58635383086762,0,0.603087451536597,-0,0.0872664625997165
25.4600000000012,4.79873098709504,-6.91871237395326,0,2.29819164737535,1.59399652369732,0,0.606409155812132,-8.470329472543e-22,0.0872664625997165
25.4700000000012,4.82168638740515,-6.9027342684991,0,2.29288419325515,1.60162162883299,0,0.609730860087667,8.470329472543e-22,0.0872664625997164
25.4800000000012,4.84458858663006,-6.8866800002827,0,2.28755144011765,1.60922906214144,0,0.613052564363201,1.6940658945086e-21,0.0872664625997164
25.4900000000012,4.86743733207356,-6.87054974644218,0,2.2821934468029,1.61681873968446,0,0.616374268638736,-0,0.0872664625997165
25.5000000000012,4.89023237162923,-6.85434368495405,0,2.27681027242943,1.62439057771977,0,0.619695972914271,1.6940658945086e-21,0.0872664625997164
25.5100000000012,4.91297345378325,-6.83806199463131,0,2.27140197639363,1.6319444927019,0,0.623017677189806,8.470329472543e-22,0.0872664625997165
25.5200000000012,4.93566032761712,-6.82170485512137,0,2.26596861836906,1.63948040128314,0,0.626339381465341,8.470329472543e-22,0.0872664625997165
25.5300000000012,4.95829274281048,-6.80527244690416,0,2.26051025830582,1.64699822031449,0,0.629661085740879,-8.470329472543e-22,0.0872664625997165
25.5400000000012,4.98087044964383,-6.7887649512901,0,2.25502695642986,1.6544978668465,0,0.632982790016414,8.470329472543e-22,0.0872664625997165
25.5500000000012,5.00339319900135,-6.77218255041808,0,2.24951877324233,1.66197925813026,0,0.636304494291949,-8.470329472543e-22,0.0872664625997165
25.5600000000012,5.02586074237354,-6.75552542725349,0,2.24398576951894,1.66944231161828,0,0.639626198567483,8.470329472543e-22,0.0872664625997165
25.5700000000012,5.04827283186008,-6.7387937655862,0,2.23842800630924,1.67688694496539,0,0.642947902843018,-1.6940658945086e-21,0.0872664625997165
25.5800000000012,5.07062922017249,-6.72198775002848,0,2.23284554493596,1.68431307602967,0,0.646269607118553,-0,0.0872664625997165
25.5900000000012,5.09292966063688,-6.70510756601302,0,2.22723844699436,1.69172062287336,0,0.649591311394088,-0,0.0872664625997164
25.6000000000012,5.11517390719668,-6.68815339979087,0,2.22160677435154,1.69910950376373,0,0.652913015669623,8.470329472543e-22,0.0872664625997165
25.6100000000012,5.13736171441535,-6.67112543842937,0,2.21595058914572,1.70647963717403,0,0.656234719945158,8.470329472543e-22,0.0872664625997165
25.6200000000012,5.15949283747906,-6.65402386981008,0,2.21026995378562,1.71383094178434,0,0.659556424220693,-0,0.0872664625997165
25.6300000000012,5.18156703219945,-6.63684888262674,0,2.2045649309497,1.72116333648251,0,0.662878128496228,8.470329472543e-22,0.0872664625997165
25.6400000000012,5.20358405501627,-6.61960066638316,0,2.19883558358554,1.72847674036503,0,0.666199832771763,8.470329472543e-22,0.0872664625997165
25.6500000000012,5.2255436630001,-6.60227941139115,0,2.19308197490908,1.73577107273792,0,0.669521537047298,1.6940658945086e-21,0.0872664625997164
25.6600000000012,5.247445613855,-6.5848853087684,0,2.18730416840397,1.74304625311765,0,0.672843241322833,8.470329472543e-22,0.0872664625997165
25.6700000000012,5.26928966592123,-6.56741855043637,0,2.18150222782085,1.75030220123198,0,0.676164945598368,2.5410988417629e-21,0.0872664625997165
25.6800000000012,5.29107557817786,-6.5498793291182,0,2.17567621717664,1.75753883702091,0,0.679486649873903,-0,0.0872664625997165
25.6900000000012,5.31280311024547,-6.53226783833655,0,2.16982620075384,1.76475608063749,0,0.682808354149438,8.470329472543e-22,0.0872664625997165
25.7000000000012,5.33447202238881,-6.51458427241148,0,2.16395224309984,1.77195385244876,0,0.686130058424973,2.5410988417629e-21,0.0872664625997165
25.7100000000012,5.35608207551939,-6.49682882645833,0,2.15805440902618,1.7791320730366,0,0.689451762700508,1.6940658945086e-21,0.0872664625997165
25.7200000000012,5.37763303119816,-6.47900169638552,0,2.15213276360785,1.7862906631986,0,0.692773466976043,8.470329472543e-22,0.0872664625997165
25.7300000000012,5.39912465163816,-6.46110307889242,0,2.14618737218255,1.79342954394897,0,0.696095171251578,-8.470329472543e-22,0.0872664625997165
25.7400000000012,5.4205566997071,-6.44313317146716,0,2.14021830035,1.80054863651938,0,0.699416875527113,-0,0.0872664625997165
25.7500000000012,5.44192893892998,-6.42509217238448,0,2.13422561397122,1.80764786235982,0,0.702738579802647,1.6940658945086e-21,0.0872664625997165
25.7600000000012,5.46324113349175,-6.40698028070352,0,2.12820937916775,1.8147271431395,0,0.706060284078182,1.6940658945086e-21,0.0872664625997165
25.7700000000012,5.48449304823984,-6.38879769626562,0,2.12216966232099,1.8217864007477,0,0.709381988353717,-8.470329472543e-22,0.0872664625997165
25.7800000000012,5.50568444868681,-6.37054461969212,0,2.1161065300714,1.82882555729463,0,0.712703692629252,8.470329472543e-22,0.0872664625997164
25.7900000000012,5.5268151010129,-6.35222125238217,0,2.11002004931784,1.83584453511227,0,0.716025396904787,-8.470329472543e-22,0.0872664625997165
25.8000000000012,5.54788477206865,-6.33382779651048,0,2.10391028721675,1.84284325675527,0,0.719347101180322,8.470329472543e-22,0.0872664625997165
25.8100000000012,5.56889322937743,-6.31536445502508,0,2.09777731118148,1.84982164500177,0,0.722668805455857,8.470329472543e-22,0.0872664625997165
25.8200000000012,5.58984024113804,-6.29683143164511,0,2.0916211888815,1.85677962285426,0,0.725990509731392,-0,0.0872664625997165
25.8300000000012,5.61072557622724,-6.27822893085857,0,2.08544198824167,1.86371711354043,0,0.729312214006927,-0,0.0872664625997165
25.8400000000012,5.63154900420232,-6.25955715792003,0,2.0792397774415,1.87063404051404,0,0.732633918282462,-0,0.0872664625997165
25.8500000000012,5.65231029530363,-6.24081631884841,0,2.07301462491437,1.87753032745572,0,0.735955622557997,2.5410988417629e-21,0.0872664625997165
25.8600000000012,5.67300922045711,-6.22200662042468,0,2.06676659934681,1.88440589827386,0,0.739277326833532,1.6940658945086e-21,0.0872664625997165
25.8700000000012,5.69364555127687,-6.20312827018958,0,2.06049576967771,1.89126067710539,0,0.742599031109067,2.5410988417629e-21,0.0872664625997164
25.8800000000012,5.71421906006761,-6.18418147644132,0,2.05420220509759,1.89809458831668,0,0.745920735384602,2.5410988417629e-21,0.0872664625997165
25.8900000000012,5.73472951982723,-6.16516644823334,0,2.0478859750478,1.90490755650436,0,0.749242439660137,2.5410988417629e-21,0.0872664625997165
25.9000000000012,5.75517670424929,-6.14608339537191,0,2.04154714921979,1.91169950649609,0,0.752564143935672,-8.470329472543e-22,0.0872664625997165
25.9100000000013,5.77556038772549,-6.12693252841389,0,2.03518579755433,1.9184703633515,0,0.755885848211207,8.470329472543e-22,0.0872664625997165
25.9200000000013,5.79588034534819,-6.10771405866438,0,2.02880199024071,1.9252200523629,0,0.759207552486742,1.6940658945086e-21,0.0872664625997165
25.9300000000013,5.81613635291291,-6.08842819817438,0,2.02239579771601,1.9319484990562,0,0.762529256762277,2.5410988417629e-21,0.0872664625997165
25.9400000000013,5.83632818692073,-6.06907515973847,0,2.0159672906643,1.93865562919167,0,0.765850961037811,2.5410988417629e-21,0.0872664625997165
25.9500000000013,5.85645562458085,-6.04965515689245,0,2.00951654001585,1.94534136876478,0,0.769172665313346,8.470329472543e-22,0.0872664625997165
25.9600000000013,5.87651844381296,-6.03016840391096,0,2.00304361694636,1.95200564400704,0,0.772494369588881,-1.6940658945086e-21,0.0872664625997165
25.9700000000013,5.89651642324975,-6.0106151158052,0,1.99654859287619,1.95864838138677,0,0.775816073864416,8.470329472543e-22,0.0872664625997165
25.9800000000013,5.91644934223934,-5.99099550832044,0,1.99003153946955,1.96526950760993,0,0.779137778139951,-0,0.0872664625997165
25.9900000000013,5.93631698084769,-5.97130979793373,0,1.98349252863371,1.97186894962094,0,0.782459482415486,8.470329472543e-22,0.0872664625997165
