time_imu_sec,ax_mpsps,ay_mpsps,az_mpsps,gx_radps,gy_radps,gz_radps
1.63,0.0646056,-0.0526416,9.8009088,0.011999138607461,0.0152716309549504,0.0163624617374468
1.64,0.0167496,0.0454632,9.798516,0.0109083078249646,0.0174532925199433,0.0196349540849362
1.65,0.0526416,0.0191424,9.846372,0.0130899693899575,0.00872664625997165,0.0163624617374468
1.66,0.035892,0.0095712,9.8487648,0.00872664625997165,0.0152716309549504,0.0174532925199433
1.67,0.0047856,0.0287136,9.8128728,0.0141808001724539,0.0141808001724539,0.0174532925199433
1.68,-0.0263208,0.023928,9.7650168,0.0152716309549504,0.011999138607461,0.0185441233024398
1.69,0.0287136,-0.011964,9.7721952,0.0174532925199433,0.0152716309549504,0.011999138607461
1.7,0.0765696,0.0215352,9.762624,0.0130899693899575,0.0163624617374468,0.0098174770424681
1.71,-0.0287136,-0.0406776,9.8248368,0.0185441233024398,0.0141808001724539,0.0130899693899575
1.72,-0.0526416,0,9.774588,0.0163624617374468,0.0163624617374468,0.0196349540849362
1.73,-0.0047856,-0.0765696,9.8200512,0.0130899693899575,0.0185441233024398,0.0152716309549504
1.74,0.011964,0.0287136,9.738696,0.0141808001724539,0.0163624617374468,0.0141808001724539
1.75,0.047856,-0.0095712,9.8128728,0.0152716309549504,0.0152716309549504,0.0174532925199433
1.76,0.0095712,0.023928,9.7482672,0.0207257848674327,0.0130899693899575,0.0152716309549504
1.77,0.047856,0.0095712,9.834408,0.0174532925199433,0.0109083078249646,0.0174532925199433
1.78,-0.0382848,-0.0311064,9.7817664,0.0174532925199433,0.0109083078249646,0.0152716309549504
1.79,0.0861408,0.0741768,9.8128728,0.0218166156499291,0.0152716309549504,0.0141808001724539
1.8,0.0095712,0.0861408,9.7937304,0.0152716309549504,0.011999138607461,0.0130899693899575
1.81,-0.0167496,-0.083748,9.918156,0.0152716309549504,0.0163624617374468,0.0152716309549504
1.82,0.0263208,0.0454632,9.7889448,0.0152716309549504,0.0196349540849362,0.0207257848674327
1.83,0.0143568,-0.0406776,9.8033016,0.0152716309549504,0.0141808001724539,0.0130899693899575
1.84,-0.0263208,-0.0646056,9.7650168,0.0109083078249646,0.0174532925199433,0.011999138607461
1.85,-0.0215352,-0.0071784,9.7578384,0.011999138607461,0.0152716309549504,0.0163624617374468
1.86,-0.0526416,0.011964,9.81048,0.0152716309549504,0.0141808001724539,0.0185441233024398
1.87,0.0143568,0.0263208,9.75066,0.0152716309549504,0.0109083078249646,0.0141808001724539
1.88,-0.0550344,-0.0095712,9.774588,0.0130899693899575,0.0152716309549504,0.0141808001724539
1.89,-0.0287136,0.0574272,9.726732,0.0098174770424681,0.011999138607461,0.0130899693899575
1.9,-0.0813552,0.0933192,9.882264,0.0174532925199433,0.0174532925199433,0.0152716309549504
1.91,0.0191424,0.0430704,9.858336,0.0163624617374468,0.0174532925199433,0.0185441233024398
1.92,0.0741768,-0.0071784,9.8152656,0.0141808001724539,0.0152716309549504,0.0163624617374468
1.93,0.0287136,-0.0287136,9.8320152,0.0141808001724539,0.0163624617374468,0.0163624617374468
1.94,0.0382848,0.0526416,9.8798712,0.0163624617374468,0.0207257848674327,0.0163624617374468
1.95,-0.0071784,0.0311064,9.7913376,0.011999138607461,0.0174532925199433,0.0163624617374468
1.96,0.0047856,-0.0550344,9.8631216,0.0141808001724539,0.00763581547747519,0.0141808001724539
1.97,0.0287136,0.083748,9.8152656,0.0109083078249646,0.0152716309549504,0.0196349540849362
1.98,0.0741768,0.0311064,9.8559432,0.0229074464324256,0.0163624617374468,0.0152716309549504
1.99,-0.0382848,-0.035892,9.8798712,0.0185441233024398,0.0163624617374468,0.0163624617374468
2,-0.0646056,0.047856,9.7315176,0.0109083078249646,0.0109083078249646,0.0185441233024398
2.01,-0.0789624,0.0263208,9.8176584,0.0163624617374468,0.0163624617374468,0.0185441233024398
2.02,0.071784,-0.047856,9.9014064,0.0163624617374468,0.0109083078249646,0.0163624617374468
2.03,-0.0334992,0.0311064,9.7410888,0.0130899693899575,0.0174532925199433,0.011999138607461
2.04,-0.0526416,0.0646056,9.8080872,0.0152716309549504,0.0109083078249646,0.0185441233024398
2.05,-0.0550344,-0.0167496,9.8152656,0.0185441233024398,0.0141808001724539,0.0109083078249646
2.06,0.095712,-0.0550344,9.7219464,0.0130899693899575,0.011999138607461,0.0152716309549504
2.07,0.0047856,-0.0334992,9.7913376,0.0152716309549504,0.0163624617374468,0.0109083078249646
2.08,0.0047856,0.0502488,9.8056944,0.0109083078249646,0.0109083078249646,0.0109083078249646
2.09,-0.0167496,-0.0071784,9.7554456,0.0207257848674327,0.0141808001724539,0.0196349540849362
2.1,0.0574272,-0.0646056,9.906192,0.0152716309549504,0.00654498469497874,0.00872664625997165
2.11,0,-0.095712,9.8703,0.0098174770424681,0.0130899693899575,0.0152716309549504
2.12,0.0023928,0.0311064,9.8152656,0.011999138607461,0.0130899693899575,0.0098174770424681
2.13,-0.0454632,-0,9.8320152,0.0163624617374468,0.0152716309549504,0.011999138607461
2.14,0.0550344,0.0071784,9.8415864,0.0163624617374468,0.0174532925199433,0.0163624617374468
2.15,-0.0430704,0.011964,9.786552,0.0152716309549504,0.0141808001724539,0.0152716309549504
2.16,-0.011964,0.0765696,9.7889448,0.0174532925199433,0.011999138607461,0.0109083078249646
2.17,0.0741768,-0.0215352,9.8128728,0.0163624617374468,0.011999138607461,0.0152716309549504
2.18,-0.1052832,0.0023928,9.8176584,0.0174532925199433,0.011999138607461,0.0163624617374468
2.19,0,-0.0263208,9.786552,0.0141808001724539,0.0163624617374468,0.0141808001724539
2.2,0.0071784,-0.0550344,9.726732,0.0141808001724539,0.0141808001724539,0.00654498469497874
2.21,0.0311064,0.0263208,9.8176584,0.0163624617374468,0.0152716309549504,0.0174532925199433
2.22,0.0430704,0.0215352,9.8056944,0.0207257848674327,0.0174532925199433,0.0196349540849362
2.23,0.0047856,0.0071784,9.762624,0.0130899693899575,0.0130899693899575,0.0152716309549504
2.24,-0.1004976,0.047856,9.75066,0.0185441233024398,0.0174532925199433,0.0141808001724539
2.25,-0.0095712,0.011964,9.8846568,0.0141808001724539,0.0141808001724539,0.0174532925199433
2.26,-0.023928,-0.0311064,9.7793736,0.0152716309549504,0.0141808001724539,0.0185441233024398
2.27,0.0263208,-0.0167496,9.6764832,0.0163624617374468,0.0163624617374468,0.0152716309549504
2.28,-0,0.05982,9.8056944,0.0130899693899575,0.0130899693899575,0.0109083078249646
2.29,-0.0263208,-0.0023928,9.8559432,0.0141808001724539,0.0174532925199433,0.0163624617374468
2.29999999999999,0.0526416,-0.0143568,9.8798712,0.011999138607461,0.0141808001724539,0.0141808001724539
2.30999999999999,0.0215352,-0.0741768,9.8415864,0.0207257848674327,0.0152716309549504,0.0130899693899575
2.31999999999999,-0.0071784,0.0502488,9.8152656,0.011999138607461,0.0141808001724539,0.0130899693899575
2.32999999999999,0.0071784,-0.071784,9.7961232,0.0141808001724539,0.0196349540849362,0.0141808001724539
2.33999999999999,0.0502488,0.0430704,9.7937304,0.0185441233024398,0.0185441233024398,0.0185441233024398
2.34999999999999,-0.0311064,-0.0526416,9.8200512,0.0141808001724539,0.0207257848674327,0.0152716309549504
2.35999999999999,-0.0765696,-0.083748,9.8368008,0.0163624617374468,0.0174532925199433,0.0152716309549504
2.36999999999999,0.0143568,-0.0215352,9.7075896,0.0152716309549504,0.0185441233024398,0.0152716309549504
2.37999999999999,0.0454632,-0.0263208,9.798516,0.0218166156499291,0.0196349540849362,0.0174532925199433
2.38999999999999,0.0071784,0,9.834408,0.0130899693899575,0.0109083078249646,0.0141808001724539
2.39999999999999,-0.0430704,-0.0215352,9.7554456,0.0152716309549504,0.00872664625997165,0.011999138607461
2.40999999999999,-0.0334992,0,9.7554456,0.0174532925199433,0.0152716309549504,0.0141808001724539
2.41999999999999,-0.0215352,-0.0311064,9.8703,0.0152716309549504,0.0141808001724539,0.0174532925199433
2.42999999999999,0,0.0263208,9.8080872,0.0130899693899575,0.0196349540849362,0.0152716309549504
2.43999999999999,-0.0095712,-0.0406776,9.8439792,0.0163624617374468,0.0130899693899575,0.0185441233024398
2.44999999999999,0.0095712,0.0550344,9.7889448,0.0141808001724539,0.0196349540849362,0.0141808001724539
2.45999999999999,0.0430704,0.0693912,9.7961232,0.0196349540849362,0.0141808001724539,0.0174532925199433
2.46999999999999,0.0334992,0.047856,9.7698024,0.0152716309549504,0.0163624617374468,0.0130899693899575
2.47999999999999,0,-0.0406776,9.7769808,0.0163624617374468,0.0185441233024398,0.0141808001724539
2.48999999999999,0.0167496,0.0334992,9.8152656,0.0152716309549504,0.0174532925199433,0.0130899693899575
2.49999999999999,-0.1028904,0.0167496,9.8391936,0.0152716309549504,0.0152716309549504,0.0098174770424681
2.50999999999999,-0.0693912,-0.0334992,9.834408,0.0109083078249646,0.0130899693899575,0.0141808001724539
2.51999999999999,0.0334992,0,9.8415864,0.0152716309549504,0.0152716309549504,0.0098174770424681
2.52999999999999,0.0167496,0.0311064,9.8391936,0.0130899693899575,0.0174532925199433,0.0152716309549504
2.53999999999999,0.0047856,-0.0789624,9.858336,0.0174532925199433,0.0185441233024398,0.0218166156499291
2.54999999999999,-0.0071784,0.0167496,9.8200512,0.0152716309549504,0.0163624617374468,0.0196349540849362
2.55999999999999,0.0191424,0.0885336,9.8272296,0.0163624617374468,0.00872664625997165,0.0174532925199433
2.56999999999999,-0.0885336,0.0574272,9.8415864,0.0141808001724539,0.0163624617374468,0.0185441233024398
2.57999999999999,-0.0143568,-0.0143568,9.8846568,0.0163624617374468,0.0152716309549504,0.011999138607461
2.58999999999999,0.0167496,0.05982,9.7937304,0.0152716309549504,0.0163624617374468,0.0229074464324256
2.59999999999999,0.0406776,-0.0646056,9.7698024,0.0185441233024398,0.0109083078249646,0.0141808001724539
2.60999999999999,-0.0693912,0.0191424,9.7961232,0.0163624617374468,0.0185441233024398,0.0152716309549504
2.61999999999999,-0.0191424,0.0550344,9.786552,0.0152716309549504,0.0130899693899575,0.0141808001724539
2.62999999999999,0.0263208,-0.0765696,9.8033016,0.0141808001724539,0.0163624617374468,0.0130899693899575
2.63999999999999,0.0263208,-0.083748,9.7721952,0.0207257848674327,0.0141808001724539,0.0174532925199433
2.64999999999999,-0.0047856,-0.023928,9.7961232,0.011999138607461,0.011999138607461,0.0163624617374468
2.65999999999999,-0.0263208,0.0526416,9.8894424,0.0185441233024398,0.0185441233024398,0.0152716309549504
2.66999999999999,0.047856,0.0526416,9.8320152,0.0141808001724539,0.0130899693899575,0.0174532925199433
2.67999999999999,0.0263208,0.0263208,9.7937304,0.0141808001724539,0.0218166156499291,0.0152716309549504
2.68999999999999,-0.0287136,0.035892,9.8439792,0.0185441233024398,0.0174532925199433,0.0174532925199433
2.69999999999999,0.0215352,0.0574272,9.8368008,0.0185441233024398,0.011999138607461,0.0152716309549504
2.70999999999999,0.0143568,0.0143568,9.8726928,0.0141808001724539,0.0109083078249646,0.0141808001724539
2.71999999999999,-0,0.0382848,9.7937304,0.0152716309549504,0.0152716309549504,0.0163624617374468
2.72999999999999,0.0550344,0.0622128,9.798516,0.0130899693899575,0.0141808001724539,0.0130899693899575
2.73999999999999,-0.0095712,-0.0693912,9.786552,0.011999138607461,0.0152716309549504,0.0152716309549504
2.74999999999999,0.0406776,0.0693912,9.6716976,0.0163624617374468,0.0152716309549504,0.0098174770424681
